Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
F2MP16-4-Voltage_3,K0328,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Voltage_N,K0329,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Current_1,K0330,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Current_2,K0331,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Current_3,K0332,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Current_AVG,K0333,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_1,K0334,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_2,K0335,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_3,K0336,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_Factor_1,K0337,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_Factor_2,K0338,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_Factor_3,K0339,Float,1,R/W,100,,,,,,,,,,,
F2MP16-4-Power_Factor_Total,K0340,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-KWh,K0341,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Energy,K0342,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Voltage_1,K0343,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Voltage_2,K0344,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Voltage_3,K0345,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Voltage_N,K0346,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Current_1,K0347,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Current_2,K0348,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Current_3,K0349,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Current_AVG,K0350,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_1,K0351,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_2,K0352,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_3,K0353,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_Factor_1,K0354,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_Factor_2,K0355,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_Factor_3,K0356,Float,1,R/W,100,,,,,,,,,,,
F2MP16-5-Power_Factor_Total,K0357,Float,1,R/W,100,,,,,,,,,,,
F2MP21-KWh,K0358,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Energy,K0359,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Voltage_1,K0360,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Voltage_2,K0361,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Voltage_3,K0362,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Voltage_N,K0363,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Current_1,K0364,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Current_2,K0365,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Current_3,K0366,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Current_AVG,K0367,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_1,K0368,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_2,K0369,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_3,K0370,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_Factor_1,K0371,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_Factor_2,K0372,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_Factor_3,K0373,Float,1,R/W,100,,,,,,,,,,,
F2MP21-Power_Factor_Total,K0374,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-KWh,K0375,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Energy,K0376,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Voltage_1,K0377,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Voltage_2,K0378,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Voltage_3,K0379,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Voltage_N,K0380,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Current_1,K0381,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Current_2,K0382,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Current_3,K0383,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Current_AVG,K0384,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_1,K0385,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_2,K0386,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_3,K0387,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_Factor_1,K0388,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_Factor_2,K0389,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_Factor_3,K0390,Float,1,R/W,100,,,,,,,,,,,
F2MP22-1-Power_Factor_Total,K0391,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-KWh,K0392,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Energy,K0393,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Voltage_1,K0394,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Voltage_2,K0395,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Voltage_3,K0396,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Voltage_N,K0397,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Current_1,K0398,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Current_2,K0399,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Current_3,K0400,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Current_AVG,K0401,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_1,K0402,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_2,K0403,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_3,K0404,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_Factor_1,K0405,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_Factor_2,K0406,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_Factor_3,K0407,Float,1,R/W,100,,,,,,,,,,,
F2MP23-1-Power_Factor_Total,K0408,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-KWh,K0409,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Energy,K0410,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Voltage_1,K0411,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Voltage_2,K0412,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Voltage_3,K0413,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Voltage_N,K0414,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Current_1,K0415,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Current_2,K0416,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Current_3,K0417,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Current_AVG,K0418,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_1,K0419,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_2,K0420,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_3,K0421,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_Factor_1,K0422,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_Factor_2,K0423,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_Factor_3,K0424,Float,1,R/W,100,,,,,,,,,,,
F2MP24-1-Power_Factor_Total,K0425,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-KWh,K0426,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Energy,K0427,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Voltage_1,K0428,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Voltage_2,K0429,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Voltage_3,K0430,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Voltage_N,K0431,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Current_1,K0432,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Current_2,K0433,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Current_3,K0434,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Current_AVG,K0435,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_1,K0436,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_2,K0437,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_3,K0438,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_Factor_1,K0439,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_Factor_2,K0440,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_Factor_3,K0441,Float,1,R/W,100,,,,,,,,,,,
F2MP24-2-Power_Factor_Total,K0442,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-KWh,K0443,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Energy,K0444,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Voltage_1,K0445,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Voltage_2,K0446,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Voltage_3,K0447,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Voltage_N,K0448,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Current_1,K0449,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Current_2,K0450,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Current_3,K0451,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Current_AVG,K0452,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_1,K0453,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_2,K0454,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_3,K0455,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_Factor_1,K0456,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_Factor_2,K0457,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_Factor_3,K0458,Float,1,R/W,100,,,,,,,,,,,
F2MP22-2-Power_Factor_Total,K0459,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-KWh,K0460,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Energy,K0461,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Voltage_1,K0462,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Voltage_2,K0463,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Voltage_3,K0464,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Voltage_N,K0465,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Current_1,K0466,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Current_2,K0467,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Current_3,K0468,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Current_AVG,K0469,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_1,K0470,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_2,K0471,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_3,K0472,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_Factor_1,K0473,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_Factor_2,K0474,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_Factor_3,K0475,Float,1,R/W,100,,,,,,,,,,,
F2MP23-2-Power_Factor_Total,K0476,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-KWh,K0477,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Energy,K0478,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Voltage_1,K0479,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Voltage_2,K0480,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Voltage_3,K0481,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Voltage_N,K0482,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Current_1,K0483,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Current_2,K0484,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Current_3,K0485,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Current_AVG,K0486,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_1,K0487,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_2,K0488,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_3,K0489,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_Factor_1,K0490,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_Factor_2,K0491,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_Factor_3,K0492,Float,1,R/W,100,,,,,,,,,,,
F2MP24-3-Power_Factor_Total,K0493,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-KWh,K0494,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Energy,K0495,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Voltage_1,K0496,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Voltage_2,K0497,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Voltage_3,K0498,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Voltage_N,K0499,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Current_1,K0500,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Current_2,K0501,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Current_3,K0502,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Current_AVG,K0503,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_1,K0504,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_2,K0505,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_3,K0506,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_Factor_1,K0507,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_Factor_2,K0508,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_Factor_3,K0509,Float,1,R/W,100,,,,,,,,,,,
F2MP24-4-Power_Factor_Total,K0510,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-KWh,K0511,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Energy,K0512,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Voltage_1,K0513,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Voltage_2,K0514,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Voltage_3,K0515,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Voltage_N,K0516,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Current_1,K0517,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Current_2,K0518,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Current_3,K0519,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Current_AVG,K0520,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_1,K0521,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_2,K0522,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_3,K0523,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_Factor_1,K0524,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_Factor_2,K0525,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_Factor_3,K0526,Float,1,R/W,100,,,,,,,,,,,
F2MP25-1-Power_Factor_Total,K0527,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-KWh,K0528,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Energy,K0529,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Voltage_1,K0530,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Voltage_2,K0531,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Voltage_3,K0532,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Voltage_N,K0533,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Current_1,K0534,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Current_2,K0535,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Current_3,K0536,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Current_AVG,K0537,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_1,K0538,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_2,K0539,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_3,K0540,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_Factor_1,K0541,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_Factor_2,K0542,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_Factor_3,K0543,Float,1,R/W,100,,,,,,,,,,,
F2MP25-2-Power_Factor_Total,K0544,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-KWh,K0545,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Energy,K0546,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Voltage_1,K0547,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Voltage_2,K0548,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Voltage_3,K0549,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Voltage_N,K0550,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Current_1,K0551,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Current_2,K0552,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Current_3,K0553,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Current_AVG,K0554,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_1,K0555,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_2,K0556,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_3,K0557,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_Factor_1,K0558,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_Factor_2,K0559,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_Factor_3,K0560,Float,1,R/W,100,,,,,,,,,,,
F2MP25-3-Power_Factor_Total,K0561,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-KWh,K0562,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Energy,K0563,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Voltage_1,K0564,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Voltage_2,K0565,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Voltage_3,K0566,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Voltage_N,K0567,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Current_1,K0568,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Current_2,K0569,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Current_3,K0570,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Current_AVG,K0571,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_1,K0572,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_2,K0573,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_3,K0574,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_Factor_1,K0575,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_Factor_2,K0576,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_Factor_3,K0577,Float,1,R/W,100,,,,,,,,,,,
F2MP25-4-Power_Factor_Total,K0578,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-KWh,K0579,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Energy,K0580,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Voltage_1,K0581,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Voltage_2,K0582,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Voltage_3,K0583,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Voltage_N,K0584,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Current_1,K0585,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Current_2,K0586,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Current_3,K0587,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Current_AVG,K0588,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_1,K0589,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_2,K0590,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_3,K0591,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_Factor_1,K0592,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_Factor_2,K0593,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_Factor_3,K0594,Float,1,R/W,100,,,,,,,,,,,
F2MP25-5-Power_Factor_Total,K0595,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-KWh,K0596,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Energy,K0597,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Voltage_1,K0598,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Voltage_2,K0599,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Voltage_3,K0600,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Voltage_N,K0601,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Current_1,K0602,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Current_2,K0603,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Current_3,K0604,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Current_AVG,K0605,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_1,K0606,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_2,K0607,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_3,K0608,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_Factor_1,K0609,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_Factor_2,K0610,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_Factor_3,K0611,Float,1,R/W,100,,,,,,,,,,,
F2MP26-1-Power_Factor_Total,K0612,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-KWh,K0613,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Energy,K0614,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Voltage_1,K0615,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Voltage_2,K0616,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Voltage_3,K0617,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Voltage_N,K0618,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Current_1,K0619,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Current_2,K0620,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Current_3,K0621,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Current_AVG,K0622,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_1,K0623,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_2,K0624,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_3,K0625,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_Factor_1,K0626,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_Factor_2,K0627,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_Factor_3,K0628,Float,1,R/W,100,,,,,,,,,,,
F2MP26-2-Power_Factor_Total,K0629,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-KWh,K0630,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Energy,K0631,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Voltage_1,K0632,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Voltage_2,K0633,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Voltage_3,K0634,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Voltage_N,K0635,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Current_1,K0636,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Current_2,K0637,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Current_3,K0638,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Current_AVG,K0639,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_1,K0640,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_2,K0641,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_3,K0642,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_Factor_1,K0643,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_Factor_2,K0644,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_Factor_3,K0645,Float,1,R/W,100,,,,,,,,,,,
F2MP26-3-Power_Factor_Total,K0646,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-KWh,K0647,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Energy,K0648,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Voltage_1,K0649,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Voltage_2,K0650,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Voltage_3,K0651,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Voltage_N,K0652,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Current_1,K0653,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Current_2,K0654,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Current_3,K0655,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Current_AVG,K0656,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_1,K0657,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_2,K0658,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_3,K0659,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_Factor_1,K0660,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_Factor_2,K0661,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_Factor_3,K0662,Float,1,R/W,100,,,,,,,,,,,
F2MP26-4-Power_Factor_Total,K0663,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-KWh,K0664,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Energy,K0665,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Voltage_1,K0666,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Voltage_2,K0667,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Voltage_3,K0668,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Voltage_N,K0669,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Current_1,K0670,Float,1,R/W,100,,,,,,,,,,,
F2MP26-5-Current_2,K0671,Float,1,R/W,100,,,,,,,,,,,
