Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
Power_Factor_2-003,K0049,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-003,K0050,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0051,Float,1,R/W,100,,,,,,,,,,,
KWh-004,K0052,Float,1,R/W,100,,,,,,,,,,,
Energy-004,K0053,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-004,K0054,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-004,K0055,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-004,K0056,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-004,K0057,Float,1,R/W,100,,,,,,,,,,,
Current_1-004,K0058,Float,1,R/W,100,,,,,,,,,,,
Current_2-004,K0059,Float,1,R/W,100,,,,,,,,,,,
Current_3-004,K0060,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-004,K0061,Float,1,R/W,100,,,,,,,,,,,
Power_1-004,K0062,Float,1,R/W,100,,,,,,,,,,,
Power_2-004,K0063,Float,1,R/W,100,,,,,,,,,,,
Power_3-004,K0064,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-004,K0065,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-004,K0066,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-004,K0067,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0068,Float,1,R/W,100,,,,,,,,,,,
KWh-005,K0069,Float,1,R/W,100,,,,,,,,,,,
Energy-005,K0070,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-005,K0071,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-005,K0072,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-005,K0073,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-005,K0074,Float,1,R/W,100,,,,,,,,,,,
Current_1-005,K0075,Float,1,R/W,100,,,,,,,,,,,
Current_2-005,K0076,Float,1,R/W,100,,,,,,,,,,,
Current_3-005,K0077,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-005,K0078,Float,1,R/W,100,,,,,,,,,,,
Power_1-005,K0079,Float,1,R/W,100,,,,,,,,,,,
Power_2-005,K0080,Float,1,R/W,100,,,,,,,,,,,
Power_3-005,K0081,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-005,K0082,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-005,K0083,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-005,K0084,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0085,Float,1,R/W,100,,,,,,,,,,,
KWh-006,K0086,Float,1,R/W,100,,,,,,,,,,,
Energy-006,K0087,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-006,K0088,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-006,K0089,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-006,K0090,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-006,K0091,Float,1,R/W,100,,,,,,,,,,,
Current_1-006,K0092,Float,1,R/W,100,,,,,,,,,,,
Current_2-006,K0093,Float,1,R/W,100,,,,,,,,,,,
Current_3-006,K0094,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-006,K0095,Float,1,R/W,100,,,,,,,,,,,
Power_1-006,K0096,Float,1,R/W,100,,,,,,,,,,,
Power_2-006,K0097,Float,1,R/W,100,,,,,,,,,,,
Power_3-006,K0098,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-006,K0099,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-006,K0100,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-006,K0101,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0102,Float,1,R/W,100,,,,,,,,,,,
KWh-007,K0103,Float,1,R/W,100,,,,,,,,,,,
Energy-007,K0104,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-007,K0105,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-007,K0106,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-007,K0107,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-007,K0108,Float,1,R/W,100,,,,,,,,,,,
Current_1-007,K0109,Float,1,R/W,100,,,,,,,,,,,
Current_2-007,K0110,Float,1,R/W,100,,,,,,,,,,,
Current_3-007,K0111,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-007,K0112,Float,1,R/W,100,,,,,,,,,,,
Power_1-007,K0113,Float,1,R/W,100,,,,,,,,,,,
Power_2-007,K0114,Float,1,R/W,100,,,,,,,,,,,
Power_3-007,K0115,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-007,K0116,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-007,K0117,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-007,K0118,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0119,Float,1,R/W,100,,,,,,,,,,,
KWh-008,K0120,Float,1,R/W,100,,,,,,,,,,,
Energy-008,K0121,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-008,K0122,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-008,K0123,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-008,K0124,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-008,K0125,Float,1,R/W,100,,,,,,,,,,,
Current_1-008,K0126,Float,1,R/W,100,,,,,,,,,,,
Current_2-008,K0127,Float,1,R/W,100,,,,,,,,,,,
Current_3-008,K0128,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-008,K0129,Float,1,R/W,100,,,,,,,,,,,
Power_1-008,K0130,Float,1,R/W,100,,,,,,,,,,,
Power_2-008,K0131,Float,1,R/W,100,,,,,,,,,,,
Power_3-008,K0132,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-008,K0133,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-008,K0134,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-008,K0135,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0136,Float,1,R/W,100,,,,,,,,,,,
KWh-009,K0137,Float,1,R/W,100,,,,,,,,,,,
Energy-009,K0138,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-009,K0139,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-009,K0140,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-009,K0141,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-009,K0142,Float,1,R/W,100,,,,,,,,,,,
Current_1-009,K0143,Float,1,R/W,100,,,,,,,,,,,
Current_2-009,K0144,Float,1,R/W,100,,,,,,,,,,,
Current_3-009,K0145,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-009,K0146,Float,1,R/W,100,,,,,,,,,,,
Power_1-009,K0147,Float,1,R/W,100,,,,,,,,,,,
Power_2-009,K0148,Float,1,R/W,100,,,,,,,,,,,
Power_3-009,K0149,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-009,K0150,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-009,K0151,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-009,K0152,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0153,Float,1,R/W,100,,,,,,,,,,,
KWh-010,K0154,Float,1,R/W,100,,,,,,,,,,,
Energy-010,K0155,Float,1,R/W,100,,,,,,,,,,,
Voltage_1-010,K0156,Float,1,R/W,100,,,,,,,,,,,
Voltage_2-010,K0157,Float,1,R/W,100,,,,,,,,,,,
Voltage_3-010,K0158,Float,1,R/W,100,,,,,,,,,,,
Voltage_N-010,K0159,Float,1,R/W,100,,,,,,,,,,,
Current_1-010,K0160,Float,1,R/W,100,,,,,,,,,,,
Current_2-010,K0161,Float,1,R/W,100,,,,,,,,,,,
Current_3-010,K0162,Float,1,R/W,100,,,,,,,,,,,
Current_AVG-010,K0163,Float,1,R/W,100,,,,,,,,,,,
Power_1-010,K0164,Float,1,R/W,100,,,,,,,,,,,
Power_2-010,K0165,Float,1,R/W,100,,,,,,,,,,,
Power_3-010,K0166,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_1-010,K0167,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_2-010,K0168,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_3-010,K0169,Float,1,R/W,100,,,,,,,,,,,
Power_Factor_Total,K0170,Float,1,R/W,100,,,,,,,,,,,
